1		"A1WNG0ZB1DC7R0"_1		s1_p01_v02_s01		43.53@Click the Polygon Lasso tool	57.28@Outline the target with the Polygon Lasso tool
2		"A3PDKI5EE5ZC5B"_2		s1_p01_v02_s01		46.17@Polygonal Lasso Tool	58.24@Highlight the character
230		"A1PYMROZ75S4FW"_230		s1_p03_v04_s03		1.43@click Lasso Tool	4.73@make sure your Feather is set up to something high like 80 px	23.1@make a selection close to edges	43.21@Click Select / Inverse	57.52@open adjustment panel
231		"A1PYMROZ75S4FW"_231		s1_p03_v04_s04		1.87@open Adjustment panel click Level Adjustments icon	18.02@Take middle point click & drag to the right	43.28@click back arrow to bring you back to list of Adjustments	46.99@add a Curves Adjustment pulling the curve down in the dark area
232		"A2QO6RVWGP6Z9Y"_232		s1_p03_v04_s05		13.34@dark	30.62@s shape	35.61@phone	50.94@central line
233		"A1PYMROZ75S4FW"_233		s1_p03_v04_s05		3.4@drag the curve a little down to the right	21.48@go toward the top of the line and drag the curve up	58.31@close the Adjustments panel
234		"A1PYMROZ75S4FW"_234		s1_p03_v04_s07		11.65@click Merge to merge adjustment layers	21.54@open Channels	31.85@click Lightness channel	34.89@go back to Layers	40.13@click Filter / Sharpen / Unsharp Mask	45.86@set Amount to 50%	50.75@set Radius to 50 px and Threshold to 0	53.51@hit OK	56.54@go to Image / Mode
235		"A1PYMROZ75S4FW"_235		s1_p03_v04_s08		6.77@click Image / Mode / RGB Color
236		"A3O4IJTMCLCLIX"_236		s1_p03_v04_s08		4.86@Go to Image Mode	6.91@RGB Color	18.88@Gives really cool effect	30.25@For best effect zoom in	53.61@Add depth to field 
237		"A1PYMROZ75S4FW"_237		s1_p03_v05_s01		24.04@select your image	32.28@select the rectangular tool and adjust your feather tool to about 80 pixels	41.71@select the whole image	56.9@click Layers / New Adjustment Layers / Levels	47.19@select Invert
238		"A1PYMROZ75S4FW"_238		s1_p03_v05_s02		2.18@click Layer / New Adjustment Layer / Level	15.8@slide grey pointer to the right	50.67@click Layer / Merge Down
239		"A1740WSIOU1AIN"_239		s1_p03_v05_s02		17.28@Use New Layer tool
240		"A1PYMROZ75S4FW"_240		s1_p03_v05_s03		10.91@click Layer / New Adjustment Layer / Curves	14.58@click OK	24.5@create a slight S in the histogram 	55.86@create a new layer above those 2 layers
241		"AIA0NHIZD1UPX"_241		s1_p03_v05_s03		11.79@new adjustment layer	15.02@ select curves	10.53@click layer	57.1@Can change the color effects
242		"A1QVWTILWK2ZQ9"_242		s1_p03_v05_s03		56@create a new layer on colour contrast
243		"A2VM7CXPB0M1JO"_243		s1_p03_v05_s06		
244		"A5ANILRK62JSH"_244		s1_p03_v05_s06		28.41@how to set black and white to RGB
245		"A1PYMROZ75S4FW"_245		s1_p03_v05_s07		51@no instruction on the section of vid
246		"A1PYMROZ75S4FW"_246		s1_p03_v05_s08		4.19@no instruction in this part of vid
247		"A26YUBHJE3O5GZ"_247		s1_p03_v05_s08		
248		"A1PYMROZ75S4FW"_248		s1_p04_v02_s01		16.5@Choose any pic you want	20.53@go to Pallet click Gradient	27.1@check Reverse	30.53@Check Radial / Other	36.87@in Gradient make sure 2nd color is white	47.82@press OK	52.42@Change blend mode to Soft Light
249		"A26YUBHJE3O5GZ"_249		s1_p04_v02_s01		23.3@Use Gradient tool	52.09@Use Soft Light tool
250		"AIA0NHIZD1UPX"_250		s1_p04_v02_s03		26.46@Gradient fill
251		"A5Q34TT9WZT8S"_251		s1_p04_v02_s05		
252		"A1PYMROZ75S4FW"_252		s1_p04_v02_s05		8.84@lower Fill to about 60%	20.84@Go to Google and search for Textures	23.52@choose your texture and copy image	25.72@Create New Layer and paste texture	32.05@resize it using ctrl + T	36.8@press Enter	42.05@change blend mode to Soft Light	53.83@lower Opacity some to about 69%	65.37@select all layers and Group them (cmd + G)
253		"A29Q5WRHORO9L0"_253		s1_p04_v03_s01		36.85@open up a picture	49.25@make a new layer	50.87@unlock new layer	52.89@duplicate that layer
254		"A1PYMROZ75S4FW"_254		s1_p04_v03_s01		38.35@open your photo	52.38@double click the background layer to unlock it	58.69@right click duplicate
255		"AA53PK560WIO8"_255		s1_p04_v03_s02		2.56@Duplicating Layer	17.93@Use of soft light mode	48.39@Use of paint bucket tool	53.13@Color Exclusion
256		"A1PYMROZ75S4FW"_256		s1_p04_v03_s02		5.1@duplicate layer (right click duplicate for windows users)	18.15@change mode to Soft Light	26.09@click button to make a new layer	35.64@open color tools and create a darkish purple	43.12@open Paint Bucket to under Gradient tool	51.6@change normal to Exclusion
257		"A1PYMROZ75S4FW"_257		s1_p04_v03_s03		8.8@go to Adjustments and click Curves	12.83@make sure curves is on top of everything	20@go to the drop down click blue drag line down to first graph line	25.06@take bottom of line and drag it up to the first graph line	32.96@go to red and drag top line down to half way to first line and do the same for the bottom of line	35.64@go to green and grab from the center and adjust according to preference 
258		"A3542CEOKQ3VDI"_258		s1_p04_v03_s04		7.89@Create a new layer	13.17@Add some levels	31.56@create a new layer	39.19@you can add a photo filter
259		"A1TAZHZ4APH8PY"_259		s1_p04_v03_s04		
260		"A1PYMROZ75S4FW"_260		s1_p04_v03_s05		11.35@add blur by using blur tool	14.93@select first layer	17.35@blur edges
261		"A1TAZHZ4APH8PY"_261		s1_p04_v03_s05		
262		"A1PYMROZ75S4FW"_262		s1_p04_v03_s06		37.41@no instruction in this portion of the vid
263		"A5ANILRK62JSH"_263		s1_p04_v03_s06		0.94@no instruction
264		"AP5INZRVJHDZ5"_264		s1_p04_v03_s06		8.2@hai	13.03@02	17.97@03	22.92@04	28.04@05	2.93@01	7.87@001
265		"A1PYMROZ75S4FW"_265		s1_p04_v04_s01		53.53@Intro. no instructions in this part of the vid
266		"AAOH21O0RZVPQ"_266		s1_p04_v04_s01		
267		"A1PYMROZ75S4FW"_267		s1_p04_v04_s02		14.93@Duplicate your layer	30.97@go to Image Adjustment / Color balance	41.92@Put some green in there	45.45@add some red	47.4@add a little bit of yellow
268		"A1PYMROZ75S4FW"_268		s1_p04_v04_s03		5.46@stick to midtones	18.8@click OK	36.77@fade contrast in the image	53.94@click Curves	56.76@get the black point right at the end and move up
269		"A1PYMROZ75S4FW"_269		s1_p04_v04_s04		6.96@move black point up	22.84@create a duplicate layer	27.46@fill it with white	36.9@select blending mode to hard light	43.51@reduce the opacity way down
270		"A1PYMROZ75S4FW"_270		s1_p04_v04_s05		31.27@click on your adjusted layer	36.12@click Image / Adjustments / Hue Saturation	45.74@bring Saturation down	52.87@click OK
271		"A1PYMROZ75S4FW"_271		s1_p04_v04_s06		2.45@no instructions in this portion of the vid
272		"A1PYMROZ75S4FW"_272		s1_p04_v05_s01		21.49@choose your photo	39.02@Click Hue Saturation / Adjustment Layer	44.17@click Colorize box	51.73@Adjust your Hue by using slider bar
273		"A1PYMROZ75S4FW"_273		s1_p04_v05_s02		11.09@drop down saturation to tone it down	44.29@click Filter / Blur / Gaussian Blur	51.34@set Radius to about 15 pixels	52.66@click OK	32.84@make a copy by clicking your background layer then Layer / Duplicate Layer	39.46@click OK
274		"A1PYMROZ75S4FW"_274		s1_p04_v05_s03		11.95@use Eraser tool to remover some of the blur	40.8@click Layer/ New Layer	49.74@select about the top 1/4 of the pic	56.17@click Filter / Render / Clouds
275		"A1PYMROZ75S4FW"_275		s1_p04_v05_s04		1.89@click Filter / Render / Clouds	13.66@click Edit / Free Transform	9.77@click Select / Deselect	17.05@and stretch it out	30.63@change blend mode to Overlay	48.63@change foreground color to mid-grey	54.58@get  a paint brush and paint over the dark areas
276		"A27ZZCI4LRCBU7"_276		s1_p04_v05_s05		9.23@Face Editor
277		"A1PYMROZ75S4FW"_277		s1_p04_v05_s05		24.18@create another new layer click Layer / New Layer	26.56@name it if you want  click OK	32.66@click white paintbrush	38.1@paint around the edges
278		"A1V2L1BKMTNU46"_278		s1_p04_v05_s05		
279		"A1PYMROZ75S4FW"_279		s1_p04_v05_s06		3.47@finish circling around
280		"A3LTHRZ6XFIFZB"_280		s1_p05_v01_s01		
281		"A1PYMROZ75S4FW"_281		s1_p05_v01_s01		16.89@double click on background layer and click OK	21.91@click Image / Adjustments / Desaturate	29.49@copy layer by dragging down to the new layer button	32.62@click on copy layer	38.55@click Image / Adjustments / Invert	53.55@select Layers / Color Dodge
282		"A26YUBHJE3O5GZ"_282		s1_p05_v01_s01		22.59@Use Desaturate tool	37.81@Use Invert tool
283		"A1PYMROZ75S4FW"_283		s1_p05_v01_s02		2.62@select Color Dodge to make the document white	18.99@click Filter / Other / Minimum 	56.72@click ok
284		"A11Y2MBSN4MZKY"_284		s1_p05_v01_s02		5.99@Use color dodge	18.76@Filter/other/then minimum	52.04@thinner lines v thicker lines
285		"AAOH21O0RZVPQ"_285		s1_p05_v01_s02		3.6@Change blending mode to Color Dodge	24.01@Filter -> Other -> Minimum
286		"A5ANILRK62JSH"_286		s1_p05_v01_s03		19.27@sketch in and out	46.44@giving sketch effect by blur
287		"A2IICB0FDT3QE2"_287		s1_p05_v01_s03		7.44@click on zoom	13.75@select box
288		"A1PYMROZ75S4FW"_288		s1_p05_v02_s01		17.25@Click File / Open	22.04@Select image you want click Open	29.38@click Background / Create duplicate layer / OK	34.19@Click Image / Adjustments / Desaturate	41.25@click on Original Background image and click Image / Adjustments / Desaturate
289		"A1QVWTILWK2ZQ9"_289		s1_p05_v02_s02		3.25@only music no instructions
290		"A1PYMROZ75S4FW"_290		s1_p05_v02_s03		26.74@no instruction in this part of the vid
291		"A1PYMROZ75S4FW"_291		s1_p05_v03_s01		20.19@choose Color Dodge	24.18@click Filter / Blur / Gaussian Blur	29.63@set between 100 to 225 pixels	48.27@burn i t and make some shades	5.75@open the photos	12.46@press Ctrl + J then Ctrl +Shift + U then Ctrl + J then Ctrl + I
292		"A1PYMROZ75S4FW"_292		s1_p05_v03_s02		10.58@Merge visible (right click on layer)	11.76@press Ctrl + A then Ctrl +C (select all & copy)	18.18@now go on the paper photo then hit Ctrl V (paste)	24.44@press Ctrl + T to resize	36.5@select Multiply	42.91@Erase a bit of the borders of the drawing
293		"A1RD09XHNEESE2"_293		s1_p05_v03_s02		13.67@select all and copy	26.32@paste it and resize	37.18@select multiply	42.86@use erase tool
294		"A29Q5WRHORO9L0"_294		s1_p05_v04_s01		35.1@create 3 layers
295		"A1NO4LG6KGOGFD"_295		s1_p05_v04_s02		10.91@keep duplicate	17.79@color dodge	23.28@ctrl A to invert it	27.77@filter	29.79@blur	31.81@gaussain blur
296		"A1PYMROZ75S4FW"_296		s1_p05_v04_s02		19@Take top layer change to Color Dodge	24.88@hit Ctrl + I to Invert it	31.48@click Filter / Blur / Gaussian Blur
297		"A152OL13EO48ET"_297		s1_p05_v04_s03		20.94@Use Radius For Different Look	38.98@create layer	42.38@desaturate
298		"A26YUBHJE3O5GZ"_298		s1_p05_v04_s04		
299		"A1PYMROZ75S4FW"_299		s1_p05_v05_s01		53.27@Click Cntrl + J to duplicate your layer
300		"A1RD09XHNEESE2"_300		s1_p05_v05_s01		51.86@make duplicate layer
301		"A1PYMROZ75S4FW"_301		s1_p05_v05_s02		9.17@Desaturate layer by pressing Ctrl +Shift + U	15.23@make 1 more copy with Ctrl + J	23.38@click top layer	29.27@change blending mode to Color Dodge	36.54@press Ctrl + I to invert selection	49.86@click Filter / Blur /Gaussian Blur
302		"A1PYMROZ75S4FW"_302		s1_p05_v05_s03		0.86@choose Gaussian Blur	13.19@adjust the values 	42.04@click OK	51.88@click Adjustment Layers / Levels
303		"A1PYMROZ75S4FW"_303		s1_p05_v05_s04		7.24@brighten midtone gamma level 	26.52@select layer under your levels layer	41.4@choose an airbrush	56.5@set Opacity to about 12%
304		"A5ANILRK62JSH"_304		s1_p05_v05_s04		22.16@how to set hair by hair brush
305		"A29Q5WRHORO9L0"_305		s1_p05_v05_s05		0.78@make 12%	7.02@might want to chance values	10.59@set flow to 100%	19.67@use black to make darker shades
306		"A1PYMROZ75S4FW"_306		s1_p05_v05_s06		8.34@lightly go over some of the areas that got blown out	12.83@touch over face and lips	16.48@touch nose and around the eyes	23.13@touch up around the arms	48.24@switch to white to get rid of unwanted color
307		"A1PYMROZ75S4FW"_307		s1_p05_v05_s07		27.13@click Image / Duplicate	30.79@check duplicate merge layers only	53.95@click Filter / Sharpen / Unsharpen Mask
308		"A1RD09XHNEESE2"_308		s1_p05_v05_s07		7.85@use brush tool to paint	25.9@duplicate the image	54.88@use unsharpen mask tool
309		"A26YUBHJE3O5GZ"_309		s1_p05_v05_s07		24.81@Use Image Duplicate tool	51.97@Use FIlter Sharpen and Unsharp Mask tool
310		"A1PYMROZ75S4FW"_310		s1_p05_v05_s08		17.25@choose a radius of about 8	29.12@choose threshold of about 142	46.96@set your amount pretty high and choose OK
311		"A1S38L30XUQX4M"_311		s1_p01_v01_s02		
312		"A1QVWTILWK2ZQ9"_312		s1_p01_v02_s01		20.29@show you how to apply motion to your picturee	24.29@in this case i will use photoshop	28.23@there is a image of a runner running along the road	48.09@select the ploygonal lassonal tool	3.3@once you select it apply it on the image
313		"A1QVWTILWK2ZQ9"_313		s1_p01_v02_s03		11.99@going to highlight the border and once you finish selecting feather tool for smoothing	27.26@right click on feather and choose 5 pixel	37.4@then go to layer and selcet via copy	51.82@finally we are going to apply motion to it	56.53@click on the back ground and go to blur and choose motion
314		"A27LGC4MU1R7PQ"_314		s1_p01_v03_s02		5.7@Make selection	29.34@Go to Select menu -> Transform selection to rotate selection	52.43@Copy merged	11.2@Hold space to float and adjust selection
315		"A1QVWTILWK2ZQ9"_315		s1_p01_v04_s01		9.01@how to use the motion blur	23.21@open adobe photoshop	31.74@click on the image you want	49.03@select filter then blur and then motion blur	58@click on how many pixel and distance
316		"A33WVFD6LMIFD0"_316		s1_p01_v05_s03		1.8@Click OK	21.75@Click on Circular icon and drag the icon to prefered angle	36.25@For Distance play around with the setting until you find your ideal distance
317		"A33WVFD6LMIFD0"_317		s1_p02_v01_s01		
318		"A1S38L30XUQX4M"_318		s1_p02_v01_s03		29.77@click the eraser tool erase the border of the image
319		"A33WVFD6LMIFD0"_319		s1_p02_v01_s05		28.52@bring up the image you would like for your background	48.26@Click the layer that will go over the background and drag it onto the background window	56.94@then resize to fit
320		"A1S38L30XUQX4M"_320		s1_p02_v01_s06		42.65@Zoom in the image and then select the image
321		"A1S38L30XUQX4M"_321		s1_p02_v02_s01		43.51@click extract option then image open a new window	51.24@then click marque tool
322		"A1S38L30XUQX4M"_322		s1_p02_v03_s03		42.97@here use the RGB color
323		"A3O4IJTMCLCLIX"_323		s1_p02_v03_s04		4.53@click blue copy	10.84@it start to effect the ble channel	19.95@make sure you have copy of what you use	27.14@load this as a selection	32.16@hold down ctrl + left click	39.6@dotted lines tell if we have a selection	42.93@You can go through Load Selection	46.95@Blue copy channel	53.75@can hit invert	55.65@hit okay
324		"A33WVFD6LMIFD0"_324		s1_p02_v03_s05		24.94@Select your layer	28.46@then press ""add layer mask""	47.7@go to contrast icon below your layer and select ""solid color""	55.36@drag the new layer under the layer you started with
325		"A1QVWTILWK2ZQ9"_325		s1_p02_v03_s07		24.81@what we can bring back i am going to pull a slight up to here	22.4@it is very fine balancing you will never get it perfect	49.21@bring in the black slider white slider and 50 percent of the grey one	53.2@is quite useful and click the ok button
326		"A152JSLCLZ4A0R"_326		s1_p02_v04_s02		
327		"A1S38L30XUQX4M"_327		s1_p02_v04_s03		
328		"A1QVWTILWK2ZQ9"_328		s1_p02_v04_s03		16.02@use the control D on the keyboard it remove the marching edges	26.69@select the regular move tool i am going to drag the logo to the photo graph	34.72@it to large it cover the faces so i am going to make it small	52.91@there are two different layer on the right side of the screen. one for the logo and the other for the graphic
329		"A1S38L30XUQX4M"_329		s1_p02_v04_s04		12.84@here using the transform tool transform the layer and background images	47.34@after transform We can do the background image size zoom in and zoom out
330		"A5Q34TT9WZT8S"_330		s1_p02_v04_s05		38.7@so simple
331		"A1QVWTILWK2ZQ9"_331		s1_p02_v04_s06		19.91@try drop shadow select the drop shadow button 	20.98@different  controls for drop shadow you can change the angles	31.11@change the speed and size of the images	46.75@there is black shadow behind the log	54.85@ i am going to save the graphic
332		"A2IICB0FDT3QE2"_332		s1_p02_v05_s02		19.05@presque	47.23@Magic eraser tool
333		"A1WTN9MK4YJPMQ"_333		s1_p02_v05_s03		38.11@use magic eraser to erase which color you are trying to erase pick the color and than click on magic eraser to erase	42.05@use the regular eraser tool to erase shadows or small areas just decrease brush size.
334		"A12V66NBC1SGP1"_334		s1_p02_v05_s04		
335		"AUEQO381ITWV1"_335		s1_p03_v01_s01		58.1@Use Add Exposure tool
336		"A2IICB0FDT3QE2"_336		s1_p03_v01_s02		18.08@curve
337		"A2IICB0FDT3QE2"_337		s1_p03_v01_s03		16.93@In gradient tool
338		"A1S38L30XUQX4M"_338		s1_p03_v02_s01		4.95@Lomo Effect
339		"A152JSLCLZ4A0R"_339		s1_p03_v02_s05		44.74@cascading
340		"A1QVWTILWK2ZQ9"_340		s1_p03_v04_s02		2.88@8 mega pixel phone	15.93@got some picture with illumo effects	24.16@we got some slight dicolourness	28.97@over all we got some sweet contrasting	35.19@so let jump  into this i am going to delete this layer	42.58@when you have your photo shop open double click on the lock	50.98@the name does matter o is ok we can get to work	0.64@go over to the lasser tool and make sure your feather tool
341		"A1QVWTILWK2ZQ9"_341		s1_p03_v04_s04		9.14@open up the adjustment panel here click on the level adjustment 	23.2@take the middle point and click and drag it to right which will darken the edges a little bit	45.83@add some contrast to it  click back which will bring you back to list of adjustment	57.06@add curve adjustment click down here and drag it little  right
342		"A2IICB0FDT3QE2"_342		s1_p03_v04_s06		4.74@adjustments	10.99@new layer	16.33@fill	27.28@blur to Hue	40.99@lowering capacity	52.71@select Lab color
343		"A1QVWTILWK2ZQ9"_343		s1_p03_v04_s09		13.53@different image and this is eva in his backyard making some king of hand symbols	29.87@i am suggesting something about his nibbles	39.97@eva is going to teach you how to added into the picture and here is it
344		"A1S38L30XUQX4M"_344		s1_p03_v05_s02		8.67@choose the layer menu then selcet the new adjustment layer
345		"A1S38L30XUQX4M"_345		s1_p03_v05_s06		6.43@use the unsharp mask tool	30.6@choose the image menu then click add color sub menu
346		"A1S38L30XUQX4M"_346		s1_p04_v02_s01		25.19@now select the gradient and then select reverse option then change the style in radial	41.41@Now change the color
347		"A1QVWTILWK2ZQ9"_347		s1_p04_v03_s05		11.46@if you want you can add blur to it	18.42@select the first layer make a blur wing on the edges like that	39.69@that all guys hope to like it and dont forget get to comment and subscripe to it
348		"A1S38L30XUQX4M"_348		s1_p04_v04_s05		
349		"A1QVWTILWK2ZQ9"_349		s1_p04_v04_s05		8.06@this is the one with the hard line effect this is the one with the curve	17.23@both are similiar effects i just want to show you the two ways the one which is more comfortable you can play with	27.52@now the colour for the image is too saturated
350		"A5Q34TT9WZT8S"_350		s1_p04_v04_s06		14.48@more reds more greens	25.53@so befoore and after
351		"A1QVWTILWK2ZQ9"_351		s1_p04_v04_s06		5.94@Layer palette for your guys. this will be my final images	11.51@if you think the colour is too faded out don	17.88@if you want more red or blue you dont have to play with the colour balance	33.03@this is before this is after this is how to create a photo vintage in a photoshop 
352		"A1S38L30XUQX4M"_352		s1_p04_v05_s06		
353		"A1QVWTILWK2ZQ9"_353		s1_p05_v02_s02		8.03@only music no voice 
354		"A1QVWTILWK2ZQ9"_354		s1_p05_v03_s01		4.22@music with written instruction no audio instrusction
355		"A1S38L30XUQX4M"_355		s1_p05_v03_s03		23.39@set the capacity	33.47@adjustment the photo filter	44.09@then the image will become big
356		"A5Q34TT9WZT8S"_356		s1_p05_v04_s01		9.98@it is easy process
357		"A3O4IJTMCLCLIX"_357		s1_p05_v04_s03		3.15@go lighter if you have dark lines	8.08@use 2.2	17.41@for a different look move slider up	24.23@set to 2.2	26.13@hit ok	36.51@Fill adjustment layer	38.87@creat a hue saturation layer	41.57@desaturate it	53.44@can change hue slider around for different looks
358		"A1S38L30XUQX4M"_358		s1_p05_v04_s04		6.12@use hue/saturation tool
359		"A1S38L30XUQX4M"_359		s1_p05_v05_s01		52.72@create a layer and background
360		"A2IICB0FDT3QE2"_360		s1_p05_v05_s02		28.4@color dark	54.19@Blue to custom bar
361		"A2IICB0FDT3QE2"_361		s1_p05_v05_s05		34.32@coloring hair dark
362		"A1PYMROZ75S4FW"_362		s1_p05_v01_s03		2.42@click ok	9.19@zoom in
363		"A1PYMROZ75S4FW"_363		s1_p05_v05_s05		8.33@try changing the values a bit	34.53@select Black to help darken	14.25@set Flow to 100%	40.18@choose proper brush size	50.46@Brush over areas to darken and bring out detail
364		"A1S38L30XUQX4M"_364		s1_p03_v03_s02		2.09@use the RGB coloc	27.02@select the layer menu and then choose new adjustment layer then click the gradient  option	38.34@the image will become a black and white color
365		"A1PYMROZ75S4FW"_365		s1_p04_v05_s01		37.96@click Hue Saturation then check Colorize	57.57@slide Hue between 20 & 30 to adjust red tone
366		"A1S38L30XUQX4M"_366		s1_p04_v05_s03		8.72@choose eraser tool 	23.11@after erasing the image will be very clear	46.38@choose layer menu then create a new layer
367		"A1PYMROZ75S4FW"_367		s1_p01_v04_s04		1.25@slide Fill Opacity to 0% then click Drop Shadow
368		"AV8SEE5FX9FTF"_368		s1_p01_v02_s02		1.86@Highlight object
369		"ATIGCUKIPNWG0"_369		s1_p02_v01_s01		51.72@guidelines about the tools
370		"ATIGCUKIPNWG0"_370		s1_p02_v01_s04		
371		"A3DPWZ0829JPMP"_371		s1_p02_v04_s05		52.1@it is used to create the shadow on the logo 
372		"ATIGCUKIPNWG0"_372		s1_p03_v04_s03		12.25@soften edges of selection and refine edges
373		"A2OQT7QCRRMN9S"_373		s1_p03_v04_s06		8.74@create a new layer	16.52@fill is shift backspace	35.17@change to hue for black and white	42.95@lower opacity adds color back
374		"ATIGCUKIPNWG0"_374		s1_p03_v04_s09		
375		"ATIGCUKIPNWG0"_375		s1_p04_v02_s03		
376		"AV8SEE5FX9FTF"_376		s1_p04_v04_s02		2.48@Desaturate photo	6.72@Fade contrast	14.67@Duplicate layer	27.13@Change colours in layer	31.42@Go to: Image Adjustments - colour balance
377		"ATIGCUKIPNWG0"_377		s1_p04_v04_s04		8.45@To set layers and background
378		"ATIGCUKIPNWG0"_378		s1_p05_v02_s03		
379		"ATIGCUKIPNWG0"_379		s1_p05_v05_s08		29.38@to make the dimensions and natural looking of the picture
380		"ATIGCUKIPNWG0"_380		s1_p02_v05_s01		44.04@setting the background
381		"ATIGCUKIPNWG0"_381		s1_p03_v05_s04		12.28@about layer1  and background
382		"A12K1TVLD2BCZV"_382		s1_p04_v02_s02		33.85@20% and here again
383		"A1QVWTILWK2ZQ9"_383		s1_p04_v02_s04		15.24@change the blending mode to liner dodge	31.59@now right click rastiere layer make sure the hardness is little less	49.37@and start erasing the image. i think i am going to erase a little more
384		"ATIGCUKIPNWG0"_384		s1_p01_v01_s01		
385		"A13621J37H8XHD"_385		s1_p01_v02_s01		40.8@Highlight on the Character	50.44@Apply Polygon Lasso Tool
386		"A4892CRV9RU49"_386		s1_p01_v02_s03		9.25@feather selection	37.82@New layer via copy	54.08@Add motion blur filter
387		"ATIGCUKIPNWG0"_387		s1_p01_v03_s02		22.57@making the edges 
388		"A1QVWTILWK2ZQ9"_388		s1_p01_v03_s06		26.27@the supporting dvd with the tutorial book gives 10 hours of movies tutorial	33.47@high resolution jpeg support  all your inages product	0.42@the book is available in amazon.com or amozon.co.uk
389		"A12K1TVLD2BCZV"_389		s1_p01_v05_s02		25.99@i-con to the left
390		"A1QVWTILWK2ZQ9"_390		s1_p01_v05_s03		19.42@we can see it bluring the text already vertically you can also do it horizontally	21.79@you can draw the angle to any thing you like	36.66@i am going to keep it to o	43.56@and then clidk ok. thus all we have to do in motion blur in photoshop
391		"A1QVWTILWK2ZQ9"_391		s1_p02_v01_s03		31.14@click on the eraser and move it on the picture where you missed before	35.73@you need to take proper care in doing this and make a nice tie	55.92@now imagine all is cleaned and ready for transfer now
392		"ATIGCUKIPNWG0"_392		s1_p02_v01_s06		25.04@adjusting the size of the photo
393		"AE2BOK50NTKFX"_393		s1_p02_v03_s01		28.98@channels	43.97@click on background	45.86@and then OK	57.39@make sure tahat this suqare
394		"ATIGCUKIPNWG0"_394		s1_p02_v03_s02		40.12@about the colour change of the channel
395		"ATIGCUKIPNWG0"_395		s1_p02_v03_s05		9.14@about the blue copy of the channel
396		"ATIGCUKIPNWG0"_396		s1_p02_v03_s06		11.34@about the layer o mask
397		"ATIGCUKIPNWG0"_397		s1_p02_v03_s07		6.36@about the layer o mask
398		"A38U1R9L2OEOH1"_398		s1_p02_v04_s02		4.7@Layer lock is not ON	19.99@Use Magic wand tool	28.31@Click on the white area
399		"ATIGCUKIPNWG0"_399		s1_p02_v04_s05		27.53@inserting layer 1 on another picture
400		"A1QVWTILWK2ZQ9"_400		s1_p02_v05_s02		12.57@i am going to show you how to remove the excess of redness form the image	29.23@double click the layer then unlock it.	40.66@press control D and then press delete. everything  we selected got erased	50.64@we are going to go to the magical eraser and we are going to go around here	56.09@and delete every thing which is light and stupid
401		"ATIGCUKIPNWG0"_401		s1_p02_v05_s04		10.35@layer o
402		"ATIGCUKIPNWG0"_402		s1_p03_v01_s01		51.82@layer 1
403		"ATIGCUKIPNWG0"_403		s1_p03_v01_s04		79.49@about layer 1
404		"ATIGCUKIPNWG0"_404		s1_p03_v02_s05		15.86@changing the colors of the background
405		"A13621J37H8XHD"_405		s1_p03_v02_s06		
406		"A1QVWTILWK2ZQ9"_406		s1_p03_v03_s02		8.88@just do the rbg do the blue and do the opposite	31.63@let do it more better so let go to layer new adjustment layer and then to ingredient map	34.68@press ok what we have here is black ingredient map	41.82@change the burning mode to over layer	1.61@there in my final lomo effect in photoshop
407		"ATIGCUKIPNWG0"_407		s1_p03_v04_s03		22.5@layer o
408		"ATIGCUKIPNWG0"_408		s1_p03_v04_s04		21.21@about levels 1
409		"A13621J37H8XHD"_409		s1_p03_v04_s05		0.62@Adjust Contrast
410		"ATIGCUKIPNWG0"_410		s1_p03_v04_s06		53.49@about the lab color and  setting the layer 1 
411		"ATIGCUKIPNWG0"_411		s1_p03_v04_s08		13.52@about layer 2 image setting
412		"A1QVWTILWK2ZQ9"_412		s1_p03_v04_s09		17.47@we are going hop over to different image	21.85@i really dont konw what sign it is neither does he knows	27.67@i have a feeling that it is suggesting something about his nibbles	34.94@so he is one who going to teach you how to add into this pictures	40.68@and here he is
413		"ATIGCUKIPNWG0"_413		s1_p03_v05_s08		36.26@background
414		"A2M8SE4S7VW8SC"_414		s1_p04_v02_s03		3.79@SECLECT BLUE	22.85@CLICK LINEAR	27.88@CHANGE COLOR	52.83@CHANGE ANGLE
415		"A79TQM64PWXQC"_415		s1_p04_v02_s05		11.72@Increase the field to 60%	20.81@Go to Google and search for grunge textures	27.01@ Copy image 	25.63@Create a new layer	28.35@Paste the image in the new layer	32.83@Resize it by pressing Ctrl + T	39.11@Press enter	41.96@Change the blend mode to soft light	55.78@Bring the opacity down to about 70%	62.4@Select all the layers by clicking Cmd or Ctrl	64.78@Click Cmd + G to group them
416		"A79TQM64PWXQC"_416		s1_p04_v03_s01		37.98@Open up a picture of whatever you want.	50.28@Double-click the background layer to unlock it.	56.02@Duplicate the layer. Right click the layer and select 
417		"ATIGCUKIPNWG0"_417		s1_p04_v03_s02		48.28@duplicating the layer
418		"A1CY5KVC753NQ9"_418		s1_p04_v03_s04		10.67@create a new layer	32.52@create a new layer	38.85@add photo filter
419		"A13621J37H8XHD"_419		s1_p04_v04_s01		
420		"ATIGCUKIPNWG0"_420		s1_p04_v04_s02		19.94@duplicating the layer and changing the background
421		"ATIGCUKIPNWG0"_421		s1_p04_v04_s04		25.9@creating dulicate layer and hiding the original layer
422		"ATIGCUKIPNWG0"_422		s1_p04_v05_s01		50.74@changings the colours in the backgrounds
